,arm_name,metric_name,mean,sem,trial_index,n,frac_nonnull,rep,runner
2,0_2,objective,30.1525192041107,1.0,0,2000,30.1525192041107,9,"GP, online only"
3,0_3,objective,107.29405574694661,1.0,0,2000,107.29405574694661,9,"GP, online only"
4,0_4,objective,62.192168405829705,1.0,0,2000,62.192168405829705,9,"GP, online only"
5,1_0,objective,99.83565127526538,1.0,1,10000,99.83565127526538,9,"GP, online only"
6,2_0,objective,105.50393222128221,1.0,2,10000,105.50393222128221,9,"GP, online only"
7,3_0,objective,108.29711314862769,1.0,3,10000,108.29711314862769,9,"GP, online only"
8,4_0,objective,109.13987056138795,1.0,4,10000,109.13987056138795,9,"GP, online only"
9,5_0,objective,110.60509934348514,1.0,5,10000,110.60509934348514,9,"GP, online only"
10,6_0,objective,110.68588258800193,1.0,6,10000,110.68588258800193,9,"GP, online only"
11,7_0,objective,114.75140133496647,1.0,7,10000,114.75140133496647,9,"GP, online only"
12,8_0,objective,108.38563891080715,1.0,8,10000,108.38563891080715,9,"GP, online only"
13,9_0,objective,113.06632678753827,1.0,9,10000,113.06632678753827,9,"GP, online only"
14,10_0,objective,112.78501481910564,1.0,10,10000,112.78501481910564,9,"GP, online only"
15,11_0,objective,112.68125653084071,1.0,11,10000,112.68125653084071,9,"GP, online only"
16,12_0,objective,113.70895806280397,1.0,12,10000,113.70895806280397,9,"GP, online only"
17,13_0,objective,111.04762652534596,1.0,13,10000,111.04762652534596,9,"GP, online only"
18,14_0,objective,114.80101502039535,1.0,14,10000,114.80101502039535,9,"GP, online only"
19,15_0,objective,112.97381439039603,1.0,15,10000,112.97381439039603,9,"GP, online only"
20,16_0,objective,112.83286623177348,1.0,16,10000,112.83286623177348,9,"GP, online only"
21,17_0,objective,110.4794177267346,1.0,17,10000,110.4794177267346,9,"GP, online only"
22,18_0,objective,109.43007791708511,1.0,18,10000,109.43007791708511,9,"GP, online only"
23,19_0,objective,110.6797953218816,1.0,19,10000,110.6797953218816,9,"GP, online only"
24,20_0,objective,110.0849962486195,1.0,20,10000,110.0849962486195,9,"GP, online only"
